ID,Title,Content
304,python - Renaming objects with Wing IDE ,"I am just transitioning from Eclipse to Wing IDE for my Python code. In Eclipse I had an option to ""rename"" objects. I could take any object defined in my code it could be a variable or a function or a method or whatever and I could rename it automatically in all the files that referenced it. Is there a similar feature in Wing IDE?WingIDE 4 now has support for refactoring. The refactoruing is a feature asked for "" BTW one somewhat related thing we're doing is adding better global  replace.  This isn't informed by source analysis but it's still a useful tool for some kinds of refactoring (like renaming poorly named variables or classes). So their advanced search even based on regex is still the refactoring of the day for this 3.1.8 Wing IDE: as "
305,javascript - Selenium IDE - Auto-calculation ,"I have a form in which there are Weight and height fields. When I key-in values in these two fields the value in the ""BMI"" field is auto-filled. This is working fine when I do it manually but when using IDE the value in the BMI is not filled. Please give specific answers wrt Selenium IDE.You have to write manually in the text box. Selenium IDE do not accept value form autoload drop down box or Is putting delay in between help you out ?driver.sendKeys ();sleep(); (Thread Sleep from Java) For IDE to wait use this     pause();     target = 3000 (3 secs);     value = ;(empty)"
306,Intellij IDE Boot Commands ,I want to generate automatically controller entity and so on in intellij community IDE. I saw at soem guy's video that he uses boot-controller and push enter then create a controller automatically. boot-entity is also for generating an entity. How can I use these commands? They sound inactive at my intellij ide. Is there any plugin to use them?How can I use these commands? These commands are custom commands created using Intellij Live Templates.  Intellij has default templates for example in java you can type sout and press tab to get System.out.println();  To create a new template from scratch Source: 
307,sap web ide - SAP Web IDE Authorization ,I was wondering if it is possible to authenticate in the SAP Web IDE. I am using a Java back end which authorizes users depending on their role. The authorization works just fine when I register the app the a portal site (launchpad). Is there a way I can authorize in the IDE aswell?You can just set permission for WebIDE to everyone. it should redirect you to your own login page/IDP upon trying to open it.
308,Eric IDE dark theme ,I started using Eric IDE but cannot find a way to set a dark theme. I was using just Geany text editor before and I had a dark theme now I'm used to it. I'd like the IDE debugging features but the white background really hurts my eyes. (> ] ... is only for unrecognised languages.[  &gt; > ] ... is for each separate recognized language.-- No general-theme support: 
309,About Selenium IDE ,"How to record a Autosuggest box in a application through Selenium IDE You may have some success using a combination of mouseDownAt mouseUpAt and waitForElementPresent. e.g.  Can you provide a link to the demo page of the auto suggest script you're using I have created one demo script using ""http://jquery.bassistance.de/"" Base URL. So please check following script for this."
310,How to reposition Chrome Developer Tools ,"The tools are opened on the bottom of the chrome window per default. This is a rather bad choice for a wide screen display since there is plenty of empty space to the right but not much vertical space to spare. Unfortunately I have found no way to reposition the tools. I would like to have them on the side similar to firebug.  The only option similar to what I want is to detach the dev tools and place chrome and the tools window side-by-side. This is not very convenient for quickly alt-tabbing from the IDE to the browser and back though so an ""integrated"" solution would be nice.Click the vertical ellipsis button ( ⋮ ) then choose the desired docking option. "
311,How can I switch themes in Visual Studio 2012 ,The Visual Studio 2012 offers two themes Light and Dark. I want to switch the theme to Dark but I'm not able to find any menus or options to do that. I found out a way importing settings from: and the code editor is now in Dark theme but other windows are still in Light theme such as the Solution Explorer Toolbox and Toolbars. What should I do to switch themes?In Visual Studio 2012 open the Options dialog (Or use new Quick Launch to open Options The Blue theme is now supported via Visual Studio update 2 and is accessed like the answer chosen for this question.  Tools--&gt; Options--&gt;General--&gt;Color Theme Also you can use or create and share Visual Studio color schemes: This worked for me !Go to  
312,eclipse IDE Android Development Issue ,I have been using Eclipse EE IDE for a long time for android development and today I am facing a problem: the IDE in not debugging with emulator; it only starts apps and then does nothing. At the same time I looked at LogCat and I found:
313,IDE for css.less files dreamweaver ,"I'm using lesscss the 'framework/compiler' for css. My IDE dreamweaver does not recognize  as CSS. So no niceties such as error checking or code completion there. Is there anything I can do about that? Dreamweaver can be configured to recognize ""new"" filetypes and treat them as editable under preferences.  You can also edit some config files to help DreamWeaver figure out how to treat the files so it does code highlighting etc. though in my experience it does not always work as you would expect.  On the other hand can lesscss be configured to output .css files? Here's an Adobe article on getting Dreamweaver to add new file types. that might be of help Try giving the extension: less.css to your css file.Example: styles.less.css. This worked for me but I still need a base stylesheet such as: styles.css. Also You can compile .less files to .css directly from within Dreamweaver using a free (Donation-ware) plugin:   Dreamweaver has a very hard time with LESS in my experience. It doesn't properly handle nesting and will color those as though they are syntax errors. However it is mostly workable since the auto-complete does at least still work and the overall coloring is okay on everything except nested items. (at least for me) Also the extensions that are referenced above do not work on mac.  If you are having trouble getting DW to be able to open and color code LESS at all try this--  For Mac users there are TWO configuration folders (at least for DW5.5). Two sets of identical files FOUR in total files have to be changed: ~/Library/Application Support/Adobe/Dreamweaver CS5.5/en_US/Configuration/DocumentTypes/MMDocumentTypes.xml~/Library/Application Support/Adobe/Dreamweaver CS5.5/en_US/Configuration/Extensions.txt Adobe Dreamweaver CS5.5/Configuration/DocumentTypes/MMDocumentTypes.xmlAdobe Dreamweaver CS5.5/Configuration/Extensions.txt And this technote tells you what exactly to change in those files:  and for those on mac this little app works GREAT. All it does is watch your less files and automatically save them to css on save. This actually does all that and more as CSS and less have a little different syntax specially when it comes to nesting rules inside one another."
314,eclipse - IDE comment keywords ,So I only recently discovered the TODO comment. For those of you that don't know most modern IDE's will recognize this word in a comment and flag the comment line a different colour so It stands out. EG. You may notice in IDE's like  highlight the TODO comment and some nice other features to do with it. My question is: What other keywords are there like the TODO? It seems like a much better way of communicating to developers through comments and a feature that should be a bit more widely known in IDE's. Their purpose is to help with development after all..I can speak of Eclipse you can customize it. Click on > assigned to the different task tags there too. These are known as  Here you can modify the available list of task tags change their priority and decide if task tags should be case sensitive or not. To add custom TODO tags in  Patterns like TODO FIXME are default in NetBeans as ToDo keywords. You can also add any keyword you want in Tools &gt; Options &gt; Miscellaneous &gt; Tasks. for enabling/disabling code formatter use:// @formatter:on// @formatter:off In Eclipse Oxygen 4.7.2 for C/C++ the task tags are configured in Windows -&gt; Preferences -&gt; C/C++ -&gt; Task Tags. You can also enable searching for task tags as @rlegendi answer.
315,Android GUI Generator IDE ,is there any IDE that I can drag and drop user interface for android and generate the xml for  different screen size? I'm using netbeans anhd I'm aware of eclipse but it is not good as well - eg cannot preview for different screen size etc. DroidDraw is not accurate. I'm willing to pay for thr IDE
316,java - Netbeans IDE tutorials ,I mostly use Eclipse but have mentionned Netbeans on my cv. Are there any good concise and up-to-date tutorials apart from the official ones that could bring me up to speed on how to use the IDE efficiently (shortcuts debugging views ...)? This excludes programming tutorials as I don't really need them unless there's a special manipulation involved.Please take a look at this  From within NetBeans go to  to see all the main shortcuts.In the same menu you have a link to the Help which contains good explanation for how to use the debugger. There's also the online help link with links to many tutorials including video ones. Also most of the content of 
317,python - Does Django need an IDE? ,"My company is evaluating the possibility of developing a specialized IDE for Django.  So we would like to ask Django users:  Do you feel the need for a specialized IDE for Django? Would you be willing to pay for it or would you only consider free a open-source product?  What Django-specific features are you missing currently in your development tools?It's great that your company wants to contribute to the community but I have to say that I don't see what a 'Django IDE' would achieve. There are already plugins for all the main editors and IDEs to support Django - from Vim to TextMate to NetBeans - and these provide syntax highlighting indentation shortcuts and snippets for both Python source and Django templates. These can always do with more work of course so perhaps your efforts would be best focused on improving one of these. I would pay a reasonable amount for a Django-tailored IDE or plug-in. I don't know what I mean by reasonable but maye it helps to know that I would not pay more than $75 and I would only pay the $75 if the tool was really awesome. Now Django specific features: If I can think of anything else I will edit the answer. Good luck in designing your product! I am using Komodo Edit and it's very good. There is a lot of good open-sources product so i don't think that I would buy a commercial product.  Maybe a very good and easy-to-use debugger would make me change my mind.  I hope it helps.  You'll likely want an IDE that will provide you with the ability to do source-level debugging of your accompanying Python code. Without it your productivity will really be below what it could be. I use  but vice-versa. yes I will donate. I would definitely pay or donate for a pure Django IDE even tho there are already some existing plugins I feel something is always ""floating"". "
318,android - Eclipse IDE not working ,"My Eclipse IDE was working fine till yesterday but when I downloaded HAXM in extras I don't know what happen to my Eclipse IDE. its not working now. When I start eclipse it shows that Android SDK content Loader (0%) and after one hour it still in 0 percent its not progressing. i try many times but same result. I have closed eclise and tried again but no result. I have restarted my system and tried again but IDE is still not working and showing ""Android SDK content Loader (0%)"" Please help me to solve this! I can think of a handful of reasons why its not loading. Quickest solution to this is to uninstall your IDE and re-install it with the latest SDK. Be sure to save your projects and reload them after you install Eclipse.  Which Eclipse you are using? If you are using older version please find a newer version. I don't know how HAXM creates this problem. As treesandlake has said you can do that also. But I think you need a updated Eclipse."
319,c++ - Alternative IDE for Arduino ,  I tried to use Eclipe and Arduino IDE but i am fan of  in Linux?   I mean i must download some libraries and plugged in to my source code? I use a .
320,Android Studio vs. Eclipse IDE? ,"Google just announced the latest release of the newest Android IDE called Android Studio.  So I was wondering what exactly are the better features than that of Eclipse? Is it still in its early stages is it wise to shift to the new IDE or stick with Eclipse currently? Also it has """" but Eclipse has a plug-in for it right? Regards."
321,Selenium IDE and Drupal ,"Can I use Selenium IDE on a Drupal system? I found  but that involves downloading Core and not using my current machine.  Does anybody know of a way to use the IDE with Drupal or if not what do you suggest I do?You can in the same way that you can use selenium on just about any web page.  From what I can see (though I haven’t' used it) the selenium module seems to be more about using Drupal to store and run selenium tests which is useful but will not explicitly test your Drupal site. (>) Drupal comes with it's own testing framework which uses  This is nice because you can then do continuous integration testing by using Drush to script the running of your tests. The question is what do you want to achieve? The Firefox &amp; Selenium IDE (FF extension) combination works great with Drupal for functional testing. It also works great if you want to capture some Drupal configuration settings (that you'd like to play back e.g. in another environment) but there are better ways - Patterns and Strongarm modules - to achieve that. A couple of tips &amp; tricks: while capturing clicks be careful with timings (between clicks) sometimes you need to add ""pause"" lines to your test case for HTML form checkboxes Selenium often records the ""click"" action instead of the much safer ""check"" or ""uncheck"" action (this is important if you run your test case several times against the same page / form) if your page reloads when you click a certain link use ""clickAndWait"" instead of the simple ""click"" action use ""verifyTextPresent"" often especially if you're running your tests ""blindly"" using Selenium RC. I use selenium IDE all the time. It's an awesome tool for productivity and communication.  But Drupal's Simpletest framework has a built in browser for user testing. So you probably won't that module. See:."
322,windows - Eclipse IDE and Giraph ,I would like to use Eclipse IDE to create a new Giraph program. How can I include Giraph into Eclipse?. I'm new in this topic.I used Shell Environment for running the Giraph program and text edit to write  a program. But using JAVA IDE seems the best way. How can I do that?Thanks. add the following plugins to package dependencies in a single jar with your project &lt;plugin&gt;    &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;    &lt;artifactId&gt;maven-compiler-plugin&lt;/artifactId&gt;    &lt;version&gt;3.6.1&lt;/version&gt;    &lt;configuration&gt;        &lt;!-- or whatever version you use --&gt;        &lt;source&gt;1.7&lt;/source&gt;        &lt;target&gt;1.7&lt;/target&gt;    &lt;/configuration&gt;&lt;/plugin&gt;&lt;plugin&gt;    &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;    &lt;artifactId&gt;maven-assembly-plugin&lt;/artifactId&gt;    &lt;version&gt;2.5.3&lt;/version&gt;    &lt;configuration&gt;        &lt;descriptorRefs&gt;            &lt;descriptorRef&gt;jar-with-dependencies&lt;/descriptorRef&gt;        &lt;/descriptorRefs&gt;    &lt;/configuration&gt;    &lt;executions&gt;       &lt;execution&gt;           &lt;id&gt;assemble-all&lt;/id&gt;           &lt;phase&gt;package&lt;/phase&gt;           &lt;goals&gt;              &lt;goal&gt;single&lt;/goal&gt;           &lt;/goals&gt;       &lt;/execution&gt;    &lt;/executions&gt; &lt;/plugin&gt;
323,cant find ruby iDE ,I know its a bad title. I have just downloaded Ruby from  because I thought it might be a cool language to learn but I can't find where the IDE is in the folder is there an IDE with it or not? If so can anyone tell me where it is?Ruby is just the interpreter and doesn't provide any IDE. You can use the editor of your choice like  The state of Ruby IDEs in 2016 is very sad the original question does not deserve to be rated down as it addresses a valid point. Except Intellij Rubymine there is no actively maintained fully featured IDE available for Ruby that supports Intellisense (or comparable functionality) and fast visual debugging. Unless you shell out more than USD200 in the first year and still more than USD100 each subsequent year to Intellij you'll have to do with Emacs Vi(m) Atom Visual Studio Code etc. like solutions for source code editing without Intellisense support and rely on rdebug ruby-debug-ide (super slow!) or my favorite debugging console: pry. I am hoping for someone to enable Intellisense for Ruby in Visual Studio Code and provide a decent debugging plugin there. There are many IDEs which support Ruby. There is Ruby Mine from Intellij Netbeans has a Ruby setting. Atom has a Ruby setting and is my favorite right now. I'm sure Visual Studio and Visual Studio code both have Ruby plugins.  Typically programming languages do not come with a dedicated IDE because IDEs only help you a little technically you can just use Notepad. So it's up to you to find one that you like. 
324,split - IDE With Continual Splitting ,"I want to really learn which IDE can do continual splitting?What about ""Continual Splitting""? Try this: Open a new file on open office writer. Paste into a long code than do it: If you dont do that you can't understand what i need. I know almost all IDEs can split but i dont need standart spliting."
325,node.js - JavaScript standalone IDE without browser? ,So I have been looking for an IDE that allows me to run JavaScript just like Eclipse/VS would allow me to write Java/C#. I want to write some code and see the output on the console (possibly within the IDE itself) without having to open the browser. I know you can run JS programs from command line using . But I'm trying to avoid having to do that every time. I want to press a run button and see the results on the console. Is there something already out there. Can I configure my IDE in certain way to achieve that? Thanks in advance. Take a look at Atom 
326,php - IDE for CodeIgniter framework ,i am going to use codeigniter php framework to develop web application. now i am confused about using IDE. I do not know which IDE is best suitable for codeingiter framework. is there any one who can help me in this regard. thanks.If you want a simple IDE you can go for  just use Google for the others). There is many IDE Editor available in market for development but PHP Storm and Sublime text Editor is best for PHP Development I found netbeans the best IDE for php development so far. It has got nice auto-completion feature debugging utility and most importantly easy to use version controll system to list some. Before I've used Zend Studio for coding but then I've moved to the Netbeans as far as it's the best IDE for me with very useful plug-ins such as svn git etc... and auto code format functionality is very useful to make your code neat and improve the readability of your code.
327,MacOS MongoDB IDE ,I am new in MongoDB and have been working with Oracle and SQL Server that have some easy to install and easy to use IDE. I know that Mongo already have some for windows but is there any MongoDB IDE for MacOS?  is pretty good. Although their shell version is a little behind. Its ok for querying and stuff not so great for admin tasks like adding/managing users. 
328,Visual studio IDE Books ,I wants to know in detail about how to debug efficiently in visual studio IDE. For this I wants to know the name of any good book on Visual studio IDE in relevant to C++ not C#. I do need suggestion on this. Thanks! It's not a book but a good link from ScottGu on this subject: 
329,IDE integration with GIT ,We're considering migrating from CVS to GIT. Our whole development process is centered around IntelliJ and the plugin we've found (GIT4idea) is severely lacking. Essential features like global history logs or diff changes are completely missing. Are there any other alternatives in IntelliJ land? And if not which current Java IDE do you consider to have the best GIT integration? is now the official Git plugin for Eclipse and offers a quite complete set of Git feature right within Eclipse. 
330,frameworks - IDE for phoenix development ,This question already has an answer here: I want to build a website using phoenix web framework. I saw some IDE's for elixir.Are they support Phoenix development?What is the best IDE to start with?This question will really just lead to a subjective answers but here you go: There is currently no elixir specific IDE as far as I know but rather plugins for various text editors. There is an abundance to choose from: IntelliJ Atom Sublime Spacemacs Emacs Vim whatever you want. Personally I like Atom but that's just me.
331,java - Is jEdit usable as an IDE? ,"After some frustration with other text editors I recently discovered .  It seems like a light-weight editor that has so many plugins that it could be grown to be a full IDE.  I especially like how it handles SQL.  I've found quite a few people that happily converted from Emacs to jEdit.  But have yet to find people that converted from an IDE. I'm not trying to argue which is the best IDE.  I just want to know if people are actively using jEdit as an IDE and how it compares to other IDE's they've used.  I have been trying to get jEdit to be an IDE but it appears to take quite a bit of configuration and I'm concerned it will just be a waste of time.Based on this I think you can:  I believe that the tool that was created to do specific task shall be preferred over tool which has wider range of use. (in general) So in case of jEdit - it is great but it is used more as good text editor. And full-scale IDEs (like NetBeans) are designed to do only one task - programming thus they are better at it.And I do not know of any project which uses jEdit as IDE. (Basically there are two big groups of projects - those that still use Notepad or gedit to do coding and those that use ""normal"" IDEs so jEdit lies in the middle and is never used) The key question is ""IDE for what?"" The big IDEs (Netbeans IntelliJ Eclipse) support certain mainstream languages very well but starting your own specific support for some smalland exotic language is relatively hard in these big and complex platforms.  jEdit is a very able text editor not and IDE but it can be easily brushed up to support a some IDE-like things with relatively little effort. Your programming can be done via jEdit macros Beanshell scripts Java or any other more modern language on the JVM such as Scala."
332,IDE integration with GIT ,We're considering migrating from CVS to GIT. Our whole development process is centered around IntelliJ and the plugin we've found (GIT4idea) is severely lacking. Essential features like global history logs or diff changes are completely missing. Are there any other alternatives in IntelliJ land? And if not which current Java IDE do you consider to have the best GIT integration? is now the official Git plugin for Eclipse and offers a quite complete set of Git feature right within Eclipse. 
333,c# - selfhosted WebAPI runs in IDE but not outside of IDE ,"I have a selfhosted WebAPI built into a console app.  When I run it via the VisualStudio IDE everything works fine.  I have a client app that connects and interacts with the WebAPI app just fine.  However if I run my WebAPI app outside of the IDE by just double clicking the EXE my client app is unable to connect to it at all.  I do not get any real useful error information either there are two InnerExceptions in the client (on the PostAsXmlAsync call).  One says ""Unable to connect to remote server"" and the 2nd is ""An error occurred while sending the request"". Normally I'd troubleshoot and debug this myself if it were a consistent error.  But the key element here is if I run this all via the VisualStudio IDE everything works as expected. Can anyone provide some suggestions on what I should be looking at/for?  Thanx!1) If all you are doing is accessing the self host locally you can set the following configuration option: With that you don't have to run the process with elevated privileges (again if you want to access it locally). 2) Another option is to reserve a specific port for the specific user: That also allows you to run self host not as admin as long as the process is started for a user for whom the port has been reserved. 3) Finally the last option is to just run it as admin."
334,frameworks - IDE for phoenix development ,This question already has an answer here: I want to build a website using phoenix web framework. I saw some IDE's for elixir.Are they support Phoenix development?What is the best IDE to start with?This question will really just lead to a subjective answers but here you go: There is currently no elixir specific IDE as far as I know but rather plugins for various text editors. There is an abundance to choose from: IntelliJ Atom Sublime Spacemacs Emacs Vim whatever you want. Personally I like Atom but that's just me.
335,Coderunner IDE auto-indent? ,"Using the Codeblocks IDE there is an option ""Format use AStyle"" to auto-indent my entire C++ code. I can't seem to find an option like this in Coderunner V2 for Mac and the web is pulling up nothing. Does anyone know if this option exists?"
336,php - Web based IDE solution ,"What I want to do is to work on my projects from ""everywhere"" with internet connection I tried followings: Tried to connect from my office to main PC with remote desktop apps like: Team Viewer etc.. It's very slow and boring. (Seeing what I typed after 2-3 second delay and it's really annoying) Carrying laptop with myself also not good idea. (It's weight about 4-5 kg.) Flash drive also not good idea... All my projects together is about 20-30 GB. The only comfortable way for me is:  (something like Netbeans I mean in-built project managementetc.. BUT web based).  I was looking for Web based IDE which supports PHP HTML JS and other various languages. My main PC is always connected to internet. So if there is any good open source (or free) solution I can serve this IDE either from my webhosting account or directly from my PC. (For ex. this service  is exactly what I need. But there are some problems: 1 its paid. 2 I don't want to host my projects in third party servers. I need something like that but want to instal such system on my own servers ) What do you think about this/what's your suggestion? Thx in advance...You should check out Codiad -  - you can host it on your own server configure it to do what you need and access it anywhere. If you want to work on a project from anywhere then you may want to look at using a decentralised version control system like Git instead. Advantages is you can work on any machine with Git and an IDE or text editor and not relying on a third-party web-based service that can do anything with your data or may disappear overnight. As an alternative way of solving the problem: All my projects are hosted on GitHub. I split my work between three computers. When I sit down to work on a project I run  and any changes I’ve made on the others get pulled down. You won’t have to re-sync all 20GB of data just the bits that you’ve changed. Then you can continue to work using native OS applications. You can install Git for free on your own server.  though. I use it a lot and while there's somewhat of a learning curve to it you can use it anywhere there's a console (linux or putty on windows) and I think it has all of the features you've mentioned."
337,Sencha Touch IDE or Editor ,"Is there any Sencha Touch 2 IDE or Editor? I know about Sencha Architect 2. But it is too costly. If anyone using Sencha Touch IDE so we can give only CTRL+SPACE and it will give me the all methods?You can use Aptana (free) adding a custom autocompletion library for Ext.js / Sencha.Works quite well with Sencha Touch 1 (I didn't find it yet for ST2). In ""Work with:"" list select the item u just addedA list will appear wit 3 repositoryes for Spket IDE. (Spket IDE Spket Text Editor and Xerces for Spket IDE)Install all of them Download  I just created a Sencha Touch plugin for intelliJ which colors tabs adds icons to help to differ the MVC files and add code templates to empty MVC files.(I uploaded images . Sencha’s recently launched JetBrains plugin is an Integrated Development Environment tool that creates a confluence between Sencha Frameworks and JetBrains software. This integration comes in the form of code completion inspection and suggestion while seamlessly cooperating with native JetBrains behavior. Cheapest license available is for WebStorm infact free for students and other special categories. Sencha experts will love the the ease with which changes are refactored and how simple it is to trace code to the source. Sencha beginners will benefit as the JetBrains plugin provides completion suggestions while encouraging best-practice code structure and syntax. What more it is available for development of both Touch as well as ExtJS.For more details follow "
338,IDE for PHP with Visual Designer? ,"Im new to PHP..I commonly see online that many PHP developers like to code php in simple notepad.. however   its always nice to use an IDE which helps the user being more productive by making fewer mistakes and writing good code. My Question is ""WHICH IS THE BEST IDE FOR DEVELOPMENT IN PHP?"" Im looking for a PHP IDE which provides good:- For me its important to have a visual designer in an IDE. Various IDE's dont have this such as Netbeans. Also is there any way to develop PHP applications in Visual Studio? (without/with using VS add-on)First of all I dont like to say ""I prefer Notepad"". It is just a lie and foolishness. Notepad is good for students who want to learn very basic. For an experienced programmer it is wasting of time like saying MSDOS is better than Windows7 . :D In my line of work I have used Eclipse NuSphere phpED Netbeans Dreamveawer PHPDesigner PSPad UltraEdit and Notepad as well. Among them Dreamveawer has the Visual Designer but for PHP I dont like it much. Eclipse Netbeans PHPDesigner and NuSphere phpED are my best choice for PHP coding. I like the code completion feature of them. I suggest you can do the design part with Dreamveawer (DV is best for Visual Designing for me). Then you can use another IDE for PHP Coding. Eclipse &amp; Netbeans are both doing a nice job and are free. :) For designing you can use Dreamweaver etc and then later embedd PHP code  Use -markkoberlein I user .  About your requests: My experience with ide:s is that almost every ide out there is realy good but they allmoust allways lack in som functionality. For instance:PHPEdit is the only ide that has good support for sitedebugging with . I think is a great ide and ther's also a personal lisence for opensource projects d.s. Expression Web 4 isn't the most robust for PHP but it's got the HTML and CSS (visually) down pretty well. Doesn't have the ""Live View"" of DW though. I completely recommend you try PHPStorm. It doesn't have the visual features of DW but it excels in PHP. Debugging is easy to set up. It does language injection (autocompleting HTML in PHP statement for example) which almost no other IDE does. It pretty light on it's feet and is very extensible.  For design view - drag and drop components onto a form - take a look at Embarcadero's HTML5 builder.     Set form and component properties write PHP and JavaScript Events.Forms for visual components and a hidden ""datamodule"" form for database connection query and table components to work out your data logic.     This upgrades and renames their RadPHP product which was principally for building PHP/javascript browser applications - a sort of Visual Studio for the PHP language - and adds development for mobile devices with this upgrade.Lots of features but only shows those relevant to whether you are designing coding or debugging to keep it simple.     Gives easy intuitive and quick results for the novice (like me!) and rapid development for experts. The hype is about mobile but is still an awesome web development tool - and not expensive compared with other editors.  Sorry if this sounds like a sales pitch but the IDE deserves to be better known."
339,vba - IDE Color Scheme Add-In ,Does anyone know of a VBA add-in that would provide more options for the IDE color scheme?  It's pretty limited.As far as I know it is not possible.
340,"Selenium IDE verify either ""pattern1"" or ""pattern2"" ",Hello Selenium IDE Friends if have to test by Selenium IDE if a value matches either pattern1 OR pattern2. In PHP i would write: Does anyone know how to do this in Selenium IDE like this: You can use the following regex pattern: Selenium source:
341,debugging - Julia IDE debug ,"Actually I'm an R user. I'm interested in working with Julia but unfortunately I'm having trouble in finding a program that has a ""not bad"" Julia debugger as RStudio does for R. I'm interested in an IDE to use in a mac in an offline way. Thank youPS: I've checked other messages over the web but I just found 2014's messages  is the Julia debugger. Pretty soon (next week?) the Juno developers will release a new version of Juno which has Gallium integrated into their IDE. This requires Julia v0.5. While there's still a ways to go this sounds like what you're looking for."
342,Ruby IDE (from a Visual Studio background) ,For a university I was advised to learn Ruby before starting. I have a strong .NET background (with C#) and would like to find an IDE for Ruby. I'm currently very familiar with/used to VS2010 and VS2012.I find  have plugins for Ruby between the two I personally prefer Netbeans but I only use them for Java programming. For Ruby I use Vim which you can customize into whatever needs you have. All the people I know use a text editor for Ruby (at my company either Vim or Sublime Text 2). Not that Ruby programmers can't use an IDE but they generally don't. If you're looking to learn Ruby might be worth trying it out without a full fledged IDE. If you already have Visual Studio 2010 installed (seems to always be installed as part of other Microsoft Tools) Ruby In Steel 2.0 is definitely worth a look. Sure it's using an older shell but it's fast and familiar.
343,makefile - Visual studio as PIC IDE ,I want to be able to use VS2013 as an IDE for editing my PIC-microchip.I have MPLAB X IDE 2.20 and the oppropriate compiler installed and it works OK but the SVN/GIT client and autocomplete is not so useful as the one i am accustomed to.Someone has asked this question  and the answer said that it is possible but not how. When compiling in MPLAB the following is written in output:Although this is for AVR this might help you with configuring VS2013 for PIC: 
344,sublimetext3 - SyncedSideBar on Atom IDE ,Is there away to install  or something similar to that for Atom IDE ? I used this  Any suggestions ? You don't need any extra plugin for this. It there in the default tree plugin. Search for  checkbox  Some of the themes may not highlight this properly so you should change the theme and make sure it works. Sometimes after changing the settings you may need a restart if it doesn't work
345,eclipse - Installing ANTLR IDE with Aptana ,I'm trying to install Antlr IDE with Aptana and I got this error log from the Update Manager. What exactly is going on?From what I see ANTLR IDE is based on Eclipse 3.7 (Indigo) while Aptana Studio stand-alone is shipped with Eclipse 3.6. That's probably the reason you are getting this installation issue. You can install Aptana Studio as a plugin on top of Eclipse 3.7 and then install ANTLR IDE as well. Checkout the  (Aptana Studio tab) for the Studio's update site. Cheers As a side note... I was hesitated helping you out. You have 0% acceptance rate so take this into attention. Others may not help.
346,c++ - opencv - sailfishOS IDE ,I want to create an Sailfish app for Jolla with C++ and openCV. I worked with openCV and standard computers but I have no experience with openCV and mobile devices. How do I have to integrate the openCV libraries into the sailfishOS IDE? If I integrate the standard libraries like in x64 / x86 programs: and include them with: it is not posiible to use the opencv functions. Has anybody experiences with openCV the SailfishOS IDE and Jolla?OpenCV is already packaged for Mer:  You just need to build it for SailfishOS install the -devel package under SDK and you're ready to go.
347,python - Markdown in Spyder IDE ,I was experimenting in the Spyder IDE and learned that it is possible to define cells using the  separator. Now I couldn't find it but is it possible to use markdown like in a Jupyter notebook?No. As far as I know Spyder IDE has no markdown implemented as Jypter notebook even if it is connecting to a Jupyer notebook instance locally. I would suggest you to use Jupyter notebook for coding and annotation if you need such a thing. Spyder is just a IDE. But if you want to edit Jupyter notebook in a IDE just take a look at PyCharm IDE.
348,terminology - Java Framework IDE ,Hi anybody please tell me the difference between IDE and a FRAMEWORK suppose that am using eclipse (for java) by default which framework am following.IDE Stands for Integrated Development Environment and is a tool that allows you to program in a certain language and usually includes an integrated compiler debugger syntax highlighting and various other tools that allow you to develop applications quicker. E.g. Eclipse IDE Visual Studio Netbeans IDE. A framework is a library or set of classes that makes it easier to implement a certain type of application and is usually deployed with your application. It usually provides a structure that you need to adhere to and various helper classes. E.g. Spring Framework .Net MVC Struts etc. IDE is the development environment the editor where you would normally write code. It also might include a compiler debugger ... A framework is a set of reusable libraries or classes which you could use in your code. Some IDE's (eclipse netbeans) offer a > a framework i.e. you follow its rules enjoy its benefits and suffer its limitations (although a good framework offers extension points to minimise these).  Contrast this with a library which is a collection of code units (e.g. functions classes etc.) from which you draw as necessary but without constraining the structure of your own code. Using a framework is a bigger architectural decision than using a library. A typical enterprise project will use one or more frameworks and several libraries.
349,Installing package without IDE on Lazarus from command line ,I am trying to automate installing of my package to IDE from the command line using () article.   When using IDE the package is installed correctly and my components appear on Lazarus palette.To verify the article steps after installation with IDE I copied  to a temp folder so I have my package registered there.   Then tried without success:1. uninstalled my package from IDE2. called 3. called  and built my package4. copied all the kept files (5. copied kept 6. created 7. finally called 8. alternatively tried . The palette also missed my components.If I select then  this makes my package installed correctly after IDE is rebuilt the second time. Version info:   Lazarus: 0.9.30.2     FPC: 2.4.4     OS: Win 7   Am I missing something? Is there alternative to register packages from the command line without IDE? Thanks in advance.Lazbuild in current Lazarus (at least as far back as 1.0RC1) has been extended to be able to install packages.For this you can use the --add-package and --build-ide together.See 
350,Selenium IDE checkbox checked identification ,I am learning how to use Selenium IDE and it's going pretty well I think but now I can't seems to find how I can check the checkbox on that Page.  I can't seem to find out how to see if the checkbox is checked The only thing selenium ide is showing me is  if I try to record it Can you please help me and tell me what am I doing wrong? thx you very much!I have used  Plugin for If-Else You can use  to store the state of checkbox (locator variableName)  Generated from isChecked(locator)      Arguments: Returns:    Gets whether a toggle-button (checkbox/radio) is checked. Fails if the specified element doesn't exist or isn't a toggle-button. 
